,x,y,x_end,Przedmiot,Strona,length_x,hour_mapped,x_cord_mapped,hour_diff,Godzina rozpoczęcia,Duration,Week_day
184,239.9,473.7016,268.12928,10:00_,4,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 31.10.2020_
185,291.29,473.7016,319.51928000000004,11:00_,4,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 31.10.2020_
186,342.65,473.7016,370.87928,12:00_,4,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 31.10.2020_
187,394.01,473.7016,422.23928,13:00_,4,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 31.10.2020_
188,445.39,473.7016,473.61928,14:00_,4,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 31.10.2020_
189,496.75,473.7016,524.97928,15:00_,4,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 31.10.2020_
190,548.11,473.7016,576.33928,16:00_,4,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 31.10.2020_
191,599.5,473.7016,627.72928,17:00_,4,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 31.10.2020_
192,650.86,473.7016,679.08928,18:00_,4,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 31.10.2020_
193,702.22,473.7016,730.44928,19:00_,4,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 31.10.2020_
194,753.6,473.7016,781.82928,20:00_,4,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 31.10.2020_
195,85.8,336.3916,114.02928,07:00_,4,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 31.10.2020_
196,137.18,336.3916,165.40928,08:00_,4,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 31.10.2020_
197,188.54,336.3916,216.76927999999998,09:00_,4,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 31.10.2020_
198,239.9,336.3916,268.12928,10:00_,4,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 31.10.2020_
199,291.29,336.3916,319.51928000000004,11:00_,4,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 31.10.2020_
200,342.65,336.3916,370.87928,12:00_,4,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 31.10.2020_
201,394.01,336.3916,422.23928,13:00_,4,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 31.10.2020_
202,445.39,336.3916,473.61928,14:00_,4,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 31.10.2020_
203,496.75,336.3916,524.97928,15:00_,4,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 31.10.2020_
204,548.11,336.3916,576.33928,16:00_,4,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 31.10.2020_
205,599.5,336.3916,627.72928,17:00_,4,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 31.10.2020_
206,650.86,336.3916,679.08928,18:00_,4,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 31.10.2020_
207,702.22,336.3916,730.44928,19:00_,4,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 31.10.2020_
208,753.6,336.3916,781.82928,20:00_,4,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 31.10.2020_
209,375.77,351.19,491.642,Niedziela 01.11.2020_,4,115.87200000000001,12:00_,342.65,33.120000000000005,12:45,2h 30min,Sobota 31.10.2020_
210,39.24,412.5016,52.74192,ISI_,4,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 31.10.2020_
211,39.24,275.1716,52.74192,ISI_,4,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 31.10.2020_
212,47.64,186.2516,782.992319999999,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - Inżynieria oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",4,735.352319999999,-1,-1.0,48.64,-1,2h 30min,Sobota 31.10.2020_
213,47.64,101.9816,134.18255999999997,Wykonał:_Mariusz Bodzioch_,4,86.54255999999997,-1,-1.0,48.64,-1,2h 15min,Sobota 31.10.2020_
214,319.85,116.0216,432.77816,Przedst. samorz. stud.:_,4,112.92815999999999,11:00_,291.29,28.560000000000002,11:45,2h 30min,Sobota 31.10.2020_
215,615.22,116.0216,657.98896,Dziekan:_,4,42.76895999999999,17:00_,599.5,15.720000000000027,17:30,1h 30min,Sobota 31.10.2020_
216,309.17,516.7516,558.0430400000002,"Plan NS sem. zimowy 2020/2021_Informatyka, NS - I st., rok III, semestr 5_",5,248.87304000000023,11:00_,291.29,17.879999999999995,11:30,2h 30min,
217,381.53,488.5,485.894,Sobota 07.11.2020_,5,104.36400000000003,12:00_,342.65,38.879999999999995,13:00,2h 30min,
218,85.8,473.7016,114.02928,07:00_,5,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 07.11.2020_
219,137.18,473.7016,165.40928,08:00_,5,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 07.11.2020_
220,188.54,473.7016,216.76927999999998,09:00_,5,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 07.11.2020_
221,239.9,473.7016,268.12928,10:00_,5,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 07.11.2020_
222,291.29,473.7016,319.51928000000004,11:00_,5,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 07.11.2020_
223,342.65,473.7016,370.87928,12:00_,5,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 07.11.2020_
224,394.01,473.7016,422.23928,13:00_,5,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 07.11.2020_
225,445.39,473.7016,473.61928,14:00_,5,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 07.11.2020_
226,496.75,473.7016,524.97928,15:00_,5,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 07.11.2020_
227,548.11,473.7016,576.33928,16:00_,5,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 07.11.2020_
228,599.5,473.7016,627.72928,17:00_,5,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 07.11.2020_
229,650.86,473.7016,679.08928,18:00_,5,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 07.11.2020_
230,702.22,473.7016,730.44928,19:00_,5,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 07.11.2020_
231,753.6,473.7016,781.82928,20:00_,5,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 07.11.2020_
232,39.24,412.5016,52.74192,ISI_,5,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 07.11.2020_
233,39.24,275.1716,52.74192,ISI_,5,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 07.11.2020_
234,202.94,414.4516,253.25432,Blok językowy_,5,50.31432000000001,09:00_,188.54,14.400000000000006,9:30,1h 30min,Sobota 07.11.2020_
235,352.97,409.2616,413.46296,"IO [ćw], mgr inż. _M.Żużel_",5,60.49295999999998,12:00_,342.65,10.32000000000005,12:15,1h 30min,Sobota 07.11.2020_
236,442.87,409.2616,503.36296,"IO [ćw], mgr inż. _M.Żużel_",5,60.49295999999998,13:00_,394.01,48.860000000000014,14:00,1h 30min,Sobota 07.11.2020_
237,536.71,414.4516,625.46356,"WWW [ćw], mgr H.Pikus_",5,88.75356,15:00_,496.75,39.960000000000036,16:00,2h 15min,Sobota 07.11.2020_
238,671.26,414.4516,735.12172,"IO [w], dr M.Kolev_",5,63.86171999999999,18:00_,650.86,20.399999999999977,18:30,1h 30min,Sobota 07.11.2020_
239,85.8,336.3916,114.02928,07:00_,5,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 07.11.2020_
240,137.18,336.3916,165.40928,08:00_,5,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 07.11.2020_
241,188.54,336.3916,216.76927999999998,09:00_,5,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 07.11.2020_
242,239.9,336.3916,268.12928,10:00_,5,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 07.11.2020_
243,291.29,336.3916,319.51928000000004,11:00_,5,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 07.11.2020_
244,342.65,336.3916,370.87928,12:00_,5,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 07.11.2020_
245,394.01,336.3916,422.23928,13:00_,5,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 07.11.2020_
246,445.39,336.3916,473.61928,14:00_,5,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 07.11.2020_
247,496.75,336.3916,524.97928,15:00_,5,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 07.11.2020_
248,548.11,336.3916,576.33928,16:00_,5,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 07.11.2020_
249,599.5,336.3916,627.72928,17:00_,5,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 07.11.2020_
250,650.86,336.3916,679.08928,18:00_,5,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 07.11.2020_
251,702.22,336.3916,730.44928,19:00_,5,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 07.11.2020_
252,753.6,336.3916,781.82928,20:00_,5,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 07.11.2020_
253,375.77,351.19,491.642,Niedziela 08.11.2020_,5,115.87200000000001,12:00_,342.65,33.120000000000005,12:45,2h 30min,Sobota 07.11.2020_
254,133.34,261.7616,196.47812,"Informacja _patentowa [w], dr _inż. _K.Jadwisieńczak_",5,63.13811999999999,07:00_,85.8,47.540000000000006,8:00,1h 30min,Sobota 07.11.2020_
255,223.22,261.7616,286.35812,"Informacja _patentowa [w], dr _inż. _K.Jadwisieńczak_",5,63.13811999999999,09:00_,188.54,34.68000000000001,9:45,1h 30min,Sobota 07.11.2020_
256,309.53,287.34159999999997,379.85587999999996,"AiSD [ćw], mgr inż. _",5,70.32587999999998,11:00_,291.29,18.239999999999952,11:30,2h 15min,Sobota 07.11.2020_
257,399.41,287.34159999999997,469.73588,"AiSD [ćw], mgr inż. _",5,70.32587999999998,13:00_,394.01,5.400000000000034,13:15,2h 15min,Sobota 07.11.2020_
258,323.33,277.1216,482.12803999999977,T.Krzywicki                                                    _,5,158.7980399999998,11:00_,291.29,32.039999999999964,11:45,2h 30min,Sobota 07.11.2020_
259,413.21,277.1216,572.0080399999998,T.Krzywicki                                                    _,5,158.79803999999984,13:00_,394.01,19.19999999999999,13:30,2h 30min,Sobota 07.11.2020_
260,311.09,266.9216,376.23007999999993,grupa powtórkowa_,5,65.14007999999995,11:00_,291.29,19.799999999999955,11:30,1h 30min,Sobota 07.11.2020_
261,400.97,266.9216,466.11008,grupa powtórkowa_,5,65.14007999999995,13:00_,394.01,6.960000000000036,13:15,1h 30min,Sobota 07.11.2020_
262,47.64,186.2516,782.992319999999,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - Inżynieria oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",5,735.352319999999,-1,-1.0,48.64,-1,2h 30min,Sobota 07.11.2020_
263,47.64,101.9816,134.18255999999997,Wykonał:_Mariusz Bodzioch_,5,86.54255999999997,-1,-1.0,48.64,-1,2h 15min,Sobota 07.11.2020_
264,319.85,116.0216,432.77816,Przedst. samorz. stud.:_,5,112.92815999999999,11:00_,291.29,28.560000000000002,11:45,2h 30min,Sobota 07.11.2020_
265,615.22,116.0216,657.98896,Dziekan:_,5,42.76895999999999,17:00_,599.5,15.720000000000027,17:30,1h 30min,Sobota 07.11.2020_
266,309.17,516.7516,558.0430400000002,"Plan NS sem. zimowy 2020/2021_Informatyka, NS - I st., rok III, semestr 5_",6,248.87304000000023,11:00_,291.29,17.879999999999995,11:30,2h 30min,
267,381.53,488.5,485.894,Sobota 14.11.2020_,6,104.36400000000003,12:00_,342.65,38.879999999999995,13:00,2h 30min,
268,85.8,473.7016,114.02928,07:00_,6,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 14.11.2020_
269,137.18,473.7016,165.40928,08:00_,6,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 14.11.2020_
270,188.54,473.7016,216.76927999999998,09:00_,6,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 14.11.2020_
271,239.9,473.7016,268.12928,10:00_,6,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 14.11.2020_
272,291.29,473.7016,319.51928000000004,11:00_,6,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 14.11.2020_
273,342.65,473.7016,370.87928,12:00_,6,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 14.11.2020_
274,394.01,473.7016,422.23928,13:00_,6,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 14.11.2020_
275,445.39,473.7016,473.61928,14:00_,6,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 14.11.2020_
276,496.75,473.7016,524.97928,15:00_,6,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 14.11.2020_
277,548.11,473.7016,576.33928,16:00_,6,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 14.11.2020_
278,599.5,473.7016,627.72928,17:00_,6,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 14.11.2020_
279,650.86,473.7016,679.08928,18:00_,6,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 14.11.2020_
280,702.22,473.7016,730.44928,19:00_,6,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 14.11.2020_
281,753.6,473.7016,781.82928,20:00_,6,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 14.11.2020_
282,39.24,412.5016,52.74192,ISI_,6,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 14.11.2020_
283,130.22,409.2616,199.59715999999997,"WdGM [w], dr hab. _A.Denisiuk_",6,69.37715999999998,07:00_,85.8,44.42,8:00,1h 30min,Sobota 14.11.2020_
284,220.1,409.2616,289.47715999999997,"WdGM [w], dr hab. _A.Denisiuk_",6,69.37715999999998,09:00_,188.54,31.560000000000002,9:45,1h 30min,Sobota 14.11.2020_
285,316.13,409.2616,371.01908,"ASK [w], dr _J.Szubiakowski_",6,54.88907999999998,11:00_,291.29,24.839999999999975,11:30,1h 30min,Sobota 14.11.2020_
286,406.01,409.2616,460.89907999999997,"ASK [ćw], dr _J.Szubiakowski_",6,54.88907999999998,13:00_,394.01,12.0,13:15,1h 30min,Sobota 14.11.2020_
287,497.23,409.2616,551.7331600000001,"ERI [w], dr inż. _B.Nowak_",6,54.50316000000009,15:00_,496.75,0.4800000000000182,15:15,1h 30min,Sobota 14.11.2020_
288,581.71,409.2616,647.1154,"ERI [ćw], mgr inż. _R.Cybulski_",6,65.40539999999999,16:00_,548.11,33.60000000000002,16:45,1h 30min,Sobota 14.11.2020_
289,671.26,414.4516,735.12172,"IO [w], dr M.Kolev_",6,63.86171999999999,18:00_,650.86,20.399999999999977,18:30,1h 30min,Sobota 14.11.2020_
290,85.8,336.3916,114.02928,07:00_,6,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 14.11.2020_
291,137.18,336.3916,165.40928,08:00_,6,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 14.11.2020_
292,188.54,336.3916,216.76927999999998,09:00_,6,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 14.11.2020_
293,239.9,336.3916,268.12928,10:00_,6,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 14.11.2020_
294,291.29,336.3916,319.51928000000004,11:00_,6,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 14.11.2020_
295,342.65,336.3916,370.87928,12:00_,6,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 14.11.2020_
296,394.01,336.3916,422.23928,13:00_,6,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 14.11.2020_
297,445.39,336.3916,473.61928,14:00_,6,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 14.11.2020_
298,496.75,336.3916,524.97928,15:00_,6,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 14.11.2020_
299,548.11,336.3916,576.33928,16:00_,6,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 14.11.2020_
300,599.5,336.3916,627.72928,17:00_,6,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 14.11.2020_
301,650.86,336.3916,679.08928,18:00_,6,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 14.11.2020_
302,702.22,336.3916,730.44928,19:00_,6,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 14.11.2020_
303,753.6,336.3916,781.82928,20:00_,6,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 14.11.2020_
304,375.77,351.19,491.642,Niedziela 15.11.2020_,6,115.87200000000001,12:00_,342.65,33.120000000000005,12:45,2h 30min,Sobota 14.11.2020_
305,39.24,275.1716,52.74192,ISI_,6,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 14.11.2020_
306,47.64,186.2516,782.992319999999,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - Inżynieria oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",6,735.352319999999,-1,-1.0,48.64,-1,2h 30min,Sobota 14.11.2020_
307,47.64,101.9816,134.18255999999997,Wykonał:_Mariusz Bodzioch_,6,86.54255999999997,-1,-1.0,48.64,-1,2h 15min,Sobota 14.11.2020_
308,319.85,116.0216,432.77816,Przedst. samorz. stud.:_,6,112.92815999999999,11:00_,291.29,28.560000000000002,11:45,2h 30min,Sobota 14.11.2020_
309,615.22,116.0216,657.98896,Dziekan:_,6,42.76895999999999,17:00_,599.5,15.720000000000027,17:30,1h 30min,Sobota 14.11.2020_
310,309.17,516.7516,558.0430400000002,"Plan NS sem. zimowy 2020/2021_Informatyka, NS - I st., rok III, semestr 5_",7,248.87304000000023,11:00_,291.29,17.879999999999995,11:30,2h 30min,
311,381.53,488.5,485.894,Sobota 21.11.2020_,7,104.36400000000003,12:00_,342.65,38.879999999999995,13:00,2h 30min,
312,85.8,473.7016,114.02928,07:00_,7,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 21.11.2020_
313,137.18,473.7016,165.40928,08:00_,7,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 21.11.2020_
314,188.54,473.7016,216.76927999999998,09:00_,7,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 21.11.2020_
315,239.9,473.7016,268.12928,10:00_,7,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 21.11.2020_
316,291.29,473.7016,319.51928000000004,11:00_,7,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 21.11.2020_
317,342.65,473.7016,370.87928,12:00_,7,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 21.11.2020_
318,394.01,473.7016,422.23928,13:00_,7,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 21.11.2020_
319,445.39,473.7016,473.61928,14:00_,7,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 21.11.2020_
320,496.75,473.7016,524.97928,15:00_,7,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 21.11.2020_
321,548.11,473.7016,576.33928,16:00_,7,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 21.11.2020_
322,599.5,473.7016,627.72928,17:00_,7,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 21.11.2020_
323,650.86,473.7016,679.08928,18:00_,7,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 21.11.2020_
324,702.22,473.7016,730.44928,19:00_,7,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 21.11.2020_
325,753.6,473.7016,781.82928,20:00_,7,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 21.11.2020_
326,39.24,412.5016,52.74192,ISI_,7,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 21.11.2020_
327,202.94,414.4516,253.25432,Blok językowy_,7,50.31432000000001,09:00_,188.54,14.400000000000006,9:30,1h 30min,Sobota 21.11.2020_
328,348.05,409.2616,418.38392,"WdGM [ćw], dr inż. _M.Bodzioch_",7,70.33391999999998,12:00_,342.65,5.400000000000034,12:15,2h 15min,Sobota 21.11.2020_
329,437.95,409.2616,508.28391999999997,"WdGM [ćw], dr inż. _M.Bodzioch_",7,70.33391999999998,13:00_,394.01,43.94,14:00,2h 15min,Sobota 21.11.2020_
330,529.03,414.4516,633.30076,"ME [ćw], dr M.Wojciechowski_",7,104.27076,15:00_,496.75,32.27999999999997,15:45,2h 30min,Sobota 21.11.2020_
331,671.26,414.4516,735.12172,"IO [w], dr M.Kolev_",7,63.86171999999999,18:00_,650.86,20.399999999999977,18:30,1h 30min,Sobota 21.11.2020_
332,85.8,336.3916,114.02928,07:00_,7,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 21.11.2020_
333,137.18,336.3916,165.40928,08:00_,7,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 21.11.2020_
334,188.54,336.3916,216.76927999999998,09:00_,7,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 21.11.2020_
335,239.9,336.3916,268.12928,10:00_,7,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 21.11.2020_
336,291.29,336.3916,319.51928000000004,11:00_,7,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 21.11.2020_
337,342.65,336.3916,370.87928,12:00_,7,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 21.11.2020_
338,394.01,336.3916,422.23928,13:00_,7,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 21.11.2020_
339,445.39,336.3916,473.61928,14:00_,7,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 21.11.2020_
340,496.75,336.3916,524.97928,15:00_,7,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 21.11.2020_
341,548.11,336.3916,576.33928,16:00_,7,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 21.11.2020_
342,599.5,336.3916,627.72928,17:00_,7,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 21.11.2020_
343,650.86,336.3916,679.08928,18:00_,7,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 21.11.2020_
344,702.22,336.3916,730.44928,19:00_,7,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 21.11.2020_
345,753.6,336.3916,781.82928,20:00_,7,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 21.11.2020_
346,375.77,351.19,491.642,Niedziela 22.11.2020_,7,115.87200000000001,12:00_,342.65,33.120000000000005,12:45,2h 30min,Sobota 21.11.2020_
347,39.24,275.1716,52.74192,ISI_,7,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 21.11.2020_
348,137.66,271.9616,192.16315999999998,"ERI [w], dr inż. _B.Nowak_",7,54.50315999999998,08:00_,137.18,0.47999999999998977,8:15,1h 30min,Sobota 21.11.2020_
349,222.38,271.9616,287.19043999999997,"WWW [w], dr inż. _B.Nowak_",7,64.81043999999997,09:00_,188.54,33.84,9:45,1h 30min,Sobota 21.11.2020_
350,314.45,271.9616,374.94295999999997,"IO [ćw], mgr inż. _M.Żużel_",7,60.49295999999998,11:00_,291.29,23.159999999999968,11:30,1h 30min,Sobota 21.11.2020_
351,404.33,271.9616,464.82295999999997,"IO [ćw], mgr inż. _M.Żużel_",7,60.49295999999998,13:00_,394.01,10.319999999999993,13:15,1h 30min,Sobota 21.11.2020_
352,47.64,186.2516,782.992319999999,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - Inżynieria oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",7,735.352319999999,-1,-1.0,48.64,-1,2h 30min,Sobota 21.11.2020_
353,47.64,101.9816,134.18255999999997,Wykonał:_Mariusz Bodzioch_,7,86.54255999999997,-1,-1.0,48.64,-1,2h 15min,Sobota 21.11.2020_
354,319.85,116.0216,432.77816,Przedst. samorz. stud.:_,7,112.92815999999999,11:00_,291.29,28.560000000000002,11:45,2h 30min,Sobota 21.11.2020_
355,615.22,116.0216,657.98896,Dziekan:_,7,42.76895999999999,17:00_,599.5,15.720000000000027,17:30,1h 30min,Sobota 21.11.2020_
356,309.17,516.7516,558.0430400000002,"Plan NS sem. zimowy 2020/2021_Informatyka, NS - I st., rok III, semestr 5_",8,248.87304000000023,11:00_,291.29,17.879999999999995,11:30,2h 30min,
357,381.53,488.5,485.894,Sobota 28.11.2020_,8,104.36400000000003,12:00_,342.65,38.879999999999995,13:00,2h 30min,
358,85.8,473.7016,114.02928,07:00_,8,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 28.11.2020_
359,137.18,473.7016,165.40928,08:00_,8,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 28.11.2020_
360,188.54,473.7016,216.76927999999998,09:00_,8,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 28.11.2020_
361,239.9,473.7016,268.12928,10:00_,8,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 28.11.2020_
362,291.29,473.7016,319.51928000000004,11:00_,8,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 28.11.2020_
363,342.65,473.7016,370.87928,12:00_,8,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 28.11.2020_
364,394.01,473.7016,422.23928,13:00_,8,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 28.11.2020_
365,445.39,473.7016,473.61928,14:00_,8,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 28.11.2020_
366,496.75,473.7016,524.97928,15:00_,8,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 28.11.2020_
367,548.11,473.7016,576.33928,16:00_,8,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 28.11.2020_
368,599.5,473.7016,627.72928,17:00_,8,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 28.11.2020_
369,650.86,473.7016,679.08928,18:00_,8,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 28.11.2020_
